HVS_lD,Basisszenario,FS-Art,FS-Aufkommen,FS-Geschwindigkeit,RVA-Breite,RVA-Lage,RVA-Oberfläche,Tr_li-Breite,Tr_li-Markierung,Tr_li-baulTrennung,Tr_re-Breite,Tr_re-Markierung,Parken,Kamera,Kommentar,SceneID,Häufigkeit,meherere_Kameraperspektive
1605,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1605,1,nein
1609,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1609,1,nein
1611,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1611,1,nein
1613,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1613,1,nein
1617,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1617,1,ja
1621,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1621,1,ja
1623,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1623,1,nein
1625,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1625,1,nein
1629,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1629,1,nein
1633,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1633,1,nein
1635,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1635,1,nein
1637,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1637,1,nein
1641,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1641,1,ja
1645,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1645,1,ja
1647,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1647,1,nein
1649,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1649,1,nein
1653,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1653,1,nein
1657,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1657,1,nein
1659,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1659,1,nein
1661,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1661,1,nein
1665,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1665,1,ja
1669,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1669,1,ja
1671,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1671,1,nein
1673,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1673,1,nein
1677,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1677,1,nein
1681,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1681,1,nein
1683,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1683,1,nein
1685,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1685,1,nein
1689,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1689,1,ja
1693,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1693,1,ja
1695,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1695,1,nein
1697,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1697,1,nein
1701,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1701,1,nein
1705,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1705,1,nein
1707,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1707,1,nein
1709,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1709,1,nein
1713,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1713,1,ja
1717,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1717,1,ja
1719,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1719,1,nein
1721,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1721,1,nein
1725,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1725,1,nein
1729,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1729,1,nein
1731,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1731,1,nein
1733,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1733,1,nein
1737,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1737,1,ja
1741,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1741,1,ja
1743,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1743,1,nein
1745,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1745,1,nein
1749,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1749,1,nein
1753,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1753,1,nein
1755,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1755,1,nein
1757,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1757,1,nein
1761,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1761,1,ja
1765,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1765,1,ja
1767,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1767,1,nein
1769,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1769,1,nein
1773,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1773,1,nein
1777,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1777,1,nein
1779,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1779,1,nein
1781,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1781,1,nein
1785,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1785,1,ja
1789,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1789,1,ja
1791,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1791,1,nein
1793,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1793,1,nein
1797,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1797,1,nein
1801,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1801,1,nein
1803,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1803,1,nein
1805,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1805,1,nein
1809,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1809,1,ja
1813,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1813,1,ja
1815,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1815,1,nein
1817,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1817,1,nein
1821,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1821,1,nein
1825,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1825,1,nein
1827,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1827,1,nein
1829,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1829,1,nein
1833,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1833,1,ja
1837,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1837,1,ja
1839,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1839,1,nein
1841,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1841,1,nein
1845,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1845,1,nein
1849,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1849,1,nein
1851,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1851,1,nein
1853,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1853,1,nein
1857,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1857,1,ja
1861,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1861,1,ja
1863,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1863,1,nein
1865,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1865,1,nein
1869,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1869,1,nein
1873,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1873,1,nein
1875,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1875,1,nein
1877,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1877,1,nein
1881,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1881,1,ja
1885,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1885,1,ja
1887,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1887,1,nein
1889,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1889,1,nein
1893,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1893,1,nein
1897,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1897,1,nein
1899,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1899,1,nein
1901,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1901,1,nein
1905,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1905,1,ja
1909,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1909,1,ja
1911,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1911,1,nein
1913,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1913,1,nein
1917,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1917,1,nein
1921,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1921,1,nein
1923,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1923,1,nein
1925,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1925,1,nein
1929,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1929,1,ja
1933,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1933,1,ja
1935,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1935,1,nein
1937,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1937,1,nein
1941,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1941,1,nein
1945,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1945,1,nein
1947,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1947,1,nein
1949,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1949,1,nein
1953,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1953,1,ja
1957,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1957,1,ja
1959,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1959,1,nein
1961,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1961,1,nein
1965,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1965,1,nein
1969,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1969,1,nein
1971,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1971,1,nein
1973,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1973,1,nein
1977,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1977,1,ja
1981,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1981,1,ja
1983,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1983,1,nein
1985,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1985,1,nein
1989,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1989,1,nein
1993,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1993,1,nein
1995,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1995,1,nein
1997,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1997,1,nein
2001,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_2001,1,ja
2005,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_2005,1,ja
2007,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_2007,1,nein
2009,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_2009,1,nein
2013,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2013,1,nein
2017,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2017,1,nein
2019,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2019,1,nein
2021,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2021,1,nein
2025,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2025,1,ja
2029,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2029,1,ja
2031,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2031,1,nein
2033,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2033,1,nein
2037,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2037,1,nein
2041,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2041,1,nein
2043,5,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2043,1,nein
2045,5,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2045,1,nein
2049,5,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2049,1,ja
2053,5,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2053,1,ja
2055,5,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2055,1,nein
2057,5,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2057,1,nein
2061,5,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2061,1,nein
2065,5,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,C,,01_MS_C_2065,1,nein
