SR_lD,Basisszenario,Kamera,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschaeftsnutzung,Haeuserfront,SceneID,Häufigkeit
1103,11,C,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1103,1
1104,11,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1104,1
1105,11,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1105,1
1106,11,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1106,1
1107,11,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1107,1
1108,11,C,Fahrstreifen,-,-,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1108,1
1109,11,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1109,1
1110,11,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1110,1
1111,11,C,Fahrstreifen,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1111,1
1112,11,C,Fahrstreifen,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1112,1
1113,11,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1113,1
1114,11,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1114,1
1115,11,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1115,1
1116,11,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1116,1
1117,11,C,Fahrstreifen,-,-,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1117,1
1118,11,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1118,1
1119,11,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1119,1
1120,11,C,Fahrstreifen,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1120,1
1121,11,C,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1121,1
1122,11,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1122,1
1123,11,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1123,1
1124,11,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1124,1
1125,11,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1125,1
1126,11,C,Gruenanlage,-,-,-,breit,-,-,breit,-,normal,01_CP_C_1126,1
1127,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,-,-,breit,-,normal,01_CP_C_1127,1
1128,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,-,-,breit,-,normal,01_CP_C_1128,1
1129,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,-,-,breit,-,normal,01_CP_C_1129,1
1130,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,-,-,breit,-,normal,01_CP_C_1130,1
1131,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_C_1131,1
1132,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_C_1132,1
1133,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_C_1133,1
1134,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_C_1134,1
1135,11,C,Gruenanlage,-,-,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1135,1
1136,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1136,1
1137,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1137,1
1138,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1138,1
1139,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1139,1
1140,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1140,1
1141,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1141,1
1142,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1142,1
1143,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_C_1143,1
1144,11,C,Gruenanlage,-,-,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1144,1
1145,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1145,1
1146,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1146,1
1147,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1147,1
1148,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1148,1
1149,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1149,1
1150,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1150,1
1151,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1151,1
1152,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_C_1152,1
1153,11,C,Gruenanlage,-,-,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1153,1
1154,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1154,1
1155,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1155,1
1156,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1156,1
1157,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1157,1
1158,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1158,1
1159,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1159,1
1160,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1160,1
1161,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_C_1161,1
1162,11,C,Gruenanlage,-,-,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1162,1
1163,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1163,1
1164,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1164,1
1165,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1165,1
1166,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1166,1
1167,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1167,1
1168,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1168,1
1169,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1169,1
1170,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_C_1170,1
1171,11,C,Gruenanlage,-,-,-,breit,-,-,breit,ja,normal,01_CP_C_1171,1
1172,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,-,-,breit,ja,normal,01_CP_C_1172,1
1173,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,-,-,breit,ja,normal,01_CP_C_1173,1
1174,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,-,-,breit,ja,normal,01_CP_C_1174,1
1175,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,-,-,breit,ja,normal,01_CP_C_1175,1
1176,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_C_1176,1
1177,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_C_1177,1
1178,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_C_1178,1
1179,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_C_1179,1
1180,11,C,Gruenanlage,-,-,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1180,1
1181,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1181,1
1182,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1182,1
1183,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1183,1
1184,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1184,1
1185,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1185,1
1186,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1186,1
1187,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1187,1
1188,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_1188,1
1189,11,C,Gruenanlage,-,-,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1189,1
1190,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1190,1
1191,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1191,1
1192,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1192,1
1193,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1193,1
1194,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1194,1
1195,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1195,1
1196,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1196,1
1197,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_C_1197,1
1198,11,C,Gruenanlage,-,-,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1198,1
1199,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1199,1
1200,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1200,1
1201,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1201,1
1202,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1202,1
1203,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1203,1
1204,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1204,1
1205,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1205,1
1206,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_1206,1
1207,11,C,Gruenanlage,-,-,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1207,1
1208,11,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1208,1
1209,11,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1209,1
1210,11,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1210,1
1211,11,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1211,1
1212,11,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1212,1
1213,11,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1213,1
1214,11,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1214,1
1215,11,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_C_1215,1
1216,07,C,Parken,-,-,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1216,1
1217,07,C,Parken,schmal,Gruenstreifen,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1217,1
1218,07,C,Parken,schmal,Aufpflasterung,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1218,1
1219,07,C,Parken,breit,Gruenstreifen,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1219,1
1220,07,C,Parken,breit,Aufpflasterung,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1220,1
1221,07,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1221,1
1222,07,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1222,1
1223,07,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1223,1
1224,07,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1224,1
1225,07,C,Parken,-,-,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1225,1
1226,07,C,Parken,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1226,1
1227,07,C,Parken,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1227,1
1228,07,C,Parken,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1228,1
1229,07,C,Parken,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1229,1
1230,07,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1230,1
1231,07,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1231,1
1232,07,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1232,1
1233,07,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1233,1
1243,07,C,Parken,-,-,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1243,1
1244,07,C,Parken,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1244,1
1245,07,C,Parken,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1245,1
1246,07,C,Parken,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1246,1
1247,07,C,Parken,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1247,1
1248,07,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1248,1
1249,07,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1249,1
1250,07,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1250,1
1251,07,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1251,1
1252,07,C,Parken,-,-,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1252,1
1253,07,C,Parken,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1253,1
1254,07,C,Parken,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1254,1
1255,07,C,Parken,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1255,1
1256,07,C,Parken,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1256,1
1257,07,C,Parken,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1257,1
1258,07,C,Parken,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1258,1
1259,07,C,Parken,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1259,1
1260,07,C,Parken,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1260,1
1261,08,C,Fahrstreifen,-,-,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1261,1
1262,08,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1262,1
1263,08,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1263,1
1264,08,C,Fahrstreifen,breit,Gruenstreifen,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1264,1
1265,08,C,Fahrstreifen,breit,Aufpflasterung,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1265,1
1266,08,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1266,1
1267,08,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1267,1
1268,08,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1268,1
1269,08,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1269,1
1270,08,C,Fahrstreifen,-,-,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1270,1
1271,08,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1271,1
1272,08,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1272,1
1273,08,C,Fahrstreifen,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1273,1
1274,08,C,Fahrstreifen,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1274,1
1275,08,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1275,1
1276,08,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1276,1
1277,08,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1277,1
1278,08,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1278,1
1288,08,C,Fahrstreifen,-,-,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1288,1
1289,08,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1289,1
1290,08,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1290,1
1291,08,C,Fahrstreifen,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1291,1
1292,08,C,Fahrstreifen,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1292,1
1293,08,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1293,1
1294,08,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1294,1
1295,08,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1295,1
1296,08,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1296,1
1297,08,C,Fahrstreifen,-,-,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1297,1
1298,08,C,Fahrstreifen,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1298,1
1299,08,C,Fahrstreifen,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1299,1
1300,08,C,Fahrstreifen,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1300,1
1301,08,C,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1301,1
1302,08,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1302,1
1303,08,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1303,1
1304,08,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1304,1
1305,08,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1305,1
1306,08,C,Gruenanlage,-,-,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1306,1
1307,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1307,1
1308,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1308,1
1309,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1309,1
1310,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1310,1
1311,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1311,1
1312,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1312,1
1313,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1313,1
1314,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,Gruenanlage,01_CP_C_1314,1
1315,08,C,Gruenanlage,-,-,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1315,1
1316,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1316,1
1317,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1317,1
1318,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1318,1
1319,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1319,1
1320,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1320,1
1321,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1321,1
1322,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1322,1
1323,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,schmal,-,Gruenanlage,01_CP_C_1323,1
1333,08,C,Gruenanlage,-,-,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1333,1
