SR_lD,Basisszenario,Kamera,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschaeftsnutzung,Haeuserfront,SceneID,Häufigkeit
1334,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1334,1
1335,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1335,1
1336,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1336,1
1337,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1337,1
1338,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1338,1
1339,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1339,1
1340,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1340,1
1341,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1341,1
1342,08,C,Gruenanlage,-,-,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1342,1
1343,08,C,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1343,1
1344,08,C,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1344,1
1345,08,C,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1345,1
1346,08,C,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1346,1
1347,08,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1347,1
1348,08,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1348,1
1349,08,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1349,1
1350,08,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_1350,1
136,02,P,Fahrstreifen,-,-,-,schmal,-,-,schmal,-,normal,01_CP_P_136,1
137,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,-,-,schmal,-,normal,01_CP_P_137,1
138,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,-,-,schmal,-,normal,01_CP_P_138,1
139,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,-,-,schmal,-,normal,01_CP_P_139,1
140,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,-,-,schmal,-,normal,01_CP_P_140,1
141,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_P_141,1
142,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_P_142,1
143,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_P_143,1
144,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_P_144,1
145,02,P,Fahrstreifen,-,-,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_145,1
146,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_146,1
147,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_147,1
148,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_148,1
149,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_149,1
150,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_150,1
151,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_151,1
152,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_152,1
153,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_153,1
154,02,P,Fahrstreifen,-,-,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_154,1
155,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_155,1
156,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_156,1
157,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_157,1
158,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_158,1
159,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_159,1
160,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_160,1
161,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_161,1
162,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_162,1
163,02,P,Fahrstreifen,-,-,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_163,1
164,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_164,1
165,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_165,1
166,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_166,1
167,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_167,1
168,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_168,1
169,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_169,1
170,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_170,1
171,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_171,1
172,02,P,Fahrstreifen,-,-,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_172,1
173,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_173,1
174,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_174,1
175,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_175,1
176,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_176,1
177,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_177,1
178,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_178,1
179,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_179,1
180,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_180,1
181,02,P,Fahrstreifen,-,-,-,schmal,-,-,schmal,ja,normal,01_CP_P_181,1
182,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,-,-,schmal,ja,normal,01_CP_P_182,1
183,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,-,-,schmal,ja,normal,01_CP_P_183,1
184,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,-,-,schmal,ja,normal,01_CP_P_184,1
185,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,-,-,schmal,ja,normal,01_CP_P_185,1
186,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_P_186,1
187,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_P_187,1
188,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_P_188,1
189,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_P_189,1
190,02,P,Fahrstreifen,-,-,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_190,1
191,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_191,1
192,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_192,1
193,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_193,1
194,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_194,1
195,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_195,1
196,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_196,1
197,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_197,1
198,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_198,1
199,02,P,Fahrstreifen,-,-,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_199,1
200,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_200,1
201,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_201,1
202,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_202,1
203,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_203,1
204,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_204,1
205,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_205,1
206,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_206,1
207,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_207,1
208,02,P,Fahrstreifen,-,-,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_208,1
209,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_209,1
210,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_210,1
211,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_211,1
212,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_212,1
213,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_213,1
214,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_214,1
215,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_215,1
216,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_216,1
217,02,P,Fahrstreifen,-,-,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_217,1
218,02,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_218,1
219,02,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_219,1
220,02,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_220,1
221,02,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_221,1
222,02,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_222,1
223,02,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_223,1
224,02,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_224,1
225,02,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_225,1
271,02,P,Gruenanlage,-,-,-,schmal,-,-,schmal,-,normal,01_CP_P_271,1
272,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,-,-,schmal,-,normal,01_CP_P_272,1
273,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,-,-,schmal,-,normal,01_CP_P_273,1
274,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,-,-,schmal,-,normal,01_CP_P_274,1
275,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,-,-,schmal,-,normal,01_CP_P_275,1
276,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_P_276,1
277,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_P_277,1
278,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_P_278,1
279,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_P_279,1
280,02,P,Gruenanlage,-,-,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_280,1
281,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_281,1
282,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_282,1
283,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_283,1
284,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_284,1
285,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_285,1
286,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_286,1
287,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_287,1
288,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_288,1
289,02,P,Gruenanlage,-,-,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_289,1
290,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_290,1
291,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_291,1
292,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_292,1
293,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_293,1
294,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_294,1
295,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_295,1
296,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_296,1
297,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_P_297,1
298,02,P,Gruenanlage,-,-,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_298,1
299,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_299,1
300,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_300,1
301,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_301,1
302,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_302,1
303,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_303,1
304,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_304,1
305,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_305,1
306,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_P_306,1
307,02,P,Gruenanlage,-,-,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_307,1
308,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_308,1
309,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_309,1
310,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_310,1
311,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_311,1
312,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_312,1
313,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_313,1
314,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_314,1
315,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_P_315,1
316,02,P,Gruenanlage,-,-,-,schmal,-,-,schmal,ja,normal,01_CP_P_316,1
317,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,-,-,schmal,ja,normal,01_CP_P_317,1
318,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,-,-,schmal,ja,normal,01_CP_P_318,1
319,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,-,-,schmal,ja,normal,01_CP_P_319,1
320,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,-,-,schmal,ja,normal,01_CP_P_320,1
321,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_P_321,1
322,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_P_322,1
323,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_P_323,1
324,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_P_324,1
325,02,P,Gruenanlage,-,-,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_325,1
326,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_326,1
327,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_327,1
328,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_328,1
329,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_329,1
330,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_330,1
331,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_331,1
332,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_332,1
333,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_P_333,1
334,02,P,Gruenanlage,-,-,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_334,1
335,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_335,1
336,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_336,1
337,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_337,1
338,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_338,1
339,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_339,1
340,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_340,1
341,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_341,1
342,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_P_342,1
343,02,P,Gruenanlage,-,-,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_343,1
344,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_344,1
345,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_345,1
346,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_346,1
347,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_347,1
348,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_348,1
349,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_349,1
350,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_350,1
351,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_P_351,1
352,02,P,Gruenanlage,-,-,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_352,1
353,02,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_353,1
354,02,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_354,1
355,02,P,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_355,1
356,02,P,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_356,1
357,02,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_357,1
358,02,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_358,1
359,02,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_359,1
360,02,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_P_360,1
766,08,P,Fahrstreifen,-,-,-,schmal,-,-,schmal,-,normal,01_CP_P_766,1
767,08,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,-,-,schmal,-,normal,01_CP_P_767,1
768,08,P,Fahrstreifen,schmal,Aufpflasterung,-,breit,-,-,schmal,-,normal,01_CP_P_768,1
769,08,P,Fahrstreifen,breit,Gruenstreifen,-,breit,-,-,schmal,-,normal,01_CP_P_769,1
770,08,P,Fahrstreifen,breit,Aufpflasterung,-,breit,-,-,schmal,-,normal,01_CP_P_770,1
771,08,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,normal,01_CP_P_771,1
772,08,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,normal,01_CP_P_772,1
773,08,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,-,-,schmal,-,normal,01_CP_P_773,1
774,08,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,-,-,schmal,-,normal,01_CP_P_774,1
775,08,P,Fahrstreifen,-,-,-,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_775,1
776,08,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,schmal,-,normal,01_CP_P_776,1
